qid,original_qid,task,model_choice,correct_choice,is_correct,confidence,latency_ms,prob_a,prob_b
COL-0191_stage1,COL-0191,Color,A,B,False,3,184.739351272583,0.59375,0.40625
COL-0192_stage1,COL-0192,Color,A,B,False,3,183.5181713104248,0.796875,0.2021484375
COL-0193_stage1,COL-0193,Color,B.,B,False,3,215.42620658874512,0.46875,0.53125
COL-0194_stage1,COL-0194,Color,B.,A,False,3,272.5787162780762,0.46875,0.53125
COL-0195_stage1,COL-0195,Color,B.,B,False,3,213.0899429321289,0.40625,0.59375
COL-0196_stage1,COL-0196,Color,B.,B,False,3,211.74263954162598,0.376953125,0.62109375
COL-0197_stage1,COL-0197,Color,A.,B,False,3,214.81037139892578,0.53125,0.46875
COL-0198_stage1,COL-0198,Color,A.,B,False,3,211.15565299987793,0.62109375,0.376953125
COL-0199_stage1,COL-0199,Color,B.,B,False,3,213.49048614501953,0.4375,0.5625
COL-0200_stage1,COL-0200,Color,A.,B,False,3,220.52621841430664,0.53125,0.46875
COL-0201_stage1,COL-0201,Color,B.,B,False,3,214.69402313232422,0.2021484375,0.796875
COL-0202_stage1,COL-0202,Color,B.,B,False,3,212.3734951019287,0.294921875,0.70703125
COL-0203_stage1,COL-0203,Color,B.,B,False,3,211.54546737670898,0.119140625,0.87890625
COL-0204_stage1,COL-0204,Color,B.,B,False,3,215.32106399536133,0.1484375,0.8515625
COL-0205_stage1,COL-0205,Color,A,B,False,3,184.1874122619629,0.73046875,0.26953125
COL-0206_stage1,COL-0206,Color,A,B,False,3,184.6754550933838,0.65234375,0.34765625
COL-0207_stage1,COL-0207,Color,A,B,False,3,185.09769439697266,0.73046875,0.26953125
COL-0208_stage1,COL-0208,Color,B,B,True,3,182.0526123046875,0.3203125,0.6796875
COL-0209_stage1,COL-0209,Color,B.,A,False,3,210.91532707214355,0.46875,0.53125
COL-0210_stage1,COL-0210,Color,A.,B,False,3,213.00625801086426,0.59375,0.40625
COL-0211_stage1,COL-0211,Color,B.,B,False,3,211.9441032409668,0.46875,0.53125
COL-0212_stage1,COL-0212,Color,B.,A,False,3,213.14096450805664,0.40625,0.59375
COL-0213_stage1,COL-0213,Color,A,B,False,3,182.56402015686035,0.62109375,0.376953125
COL-0214_stage1,COL-0214,Color,A,B,False,3,184.42630767822266,0.59375,0.40625
COL-0215_stage1,COL-0215,Color,A,B,False,3,192.20829010009766,0.5625,0.4375
COL-0216_stage1,COL-0216,Color,A,B,False,3,182.32274055480957,0.75390625,0.2451171875
COL-0217_stage1,COL-0217,Color,B,B,True,3,182.51490592956543,0.032958984375,0.96484375
COL-0218_stage1,COL-0218,Color,B,B,True,5,189.2712116241455,0.015869140625,0.984375
COL-0219_stage1,COL-0219,Color,B,B,True,3,186.1283779144287,0.04736328125,0.953125
COL-0220_stage1,COL-0220,Color,B,B,True,3,184.18025970458984,0.053466796875,0.9453125
COL-0221_stage1,COL-0221,Color,A,B,False,3,183.84647369384766,0.5625,0.4375
COL-0222_stage1,COL-0222,Color,B,B,True,3,187.43324279785156,0.4375,0.5625
COL-0223_stage1,COL-0223,Color,A,B,False,3,184.4029426574707,0.75390625,0.2451171875
COL-0224_stage1,COL-0224,Color,A,B,False,3,184.3268871307373,0.75390625,0.2451171875
COL-0225_stage1,COL-0225,Color,A.,A,False,3,212.4333381652832,0.53125,0.46875
COL-0226_stage1,COL-0226,Color,B.,A,False,3,212.34726905822754,0.4375,0.5625
COL-0227_stage1,COL-0227,Color,A.,B,False,3,213.09804916381836,0.5,0.5
COL-0228_stage1,COL-0228,Color,A.,B,False,3,214.13302421569824,0.53125,0.46875
COL-0229_stage1,COL-0229,Color,A.,B,False,3,212.5396728515625,0.77734375,0.22265625
COL-0230_stage1,COL-0230,Color,A.,B,False,3,213.35530281066895,0.73046875,0.26953125
COL-0231_stage1,COL-0231,Color,A.,B,False,3,214.4639492034912,0.77734375,0.22265625
COL-0232_stage1,COL-0232,Color,A.,B,False,3,214.12992477416992,0.62109375,0.376953125
COL-0233_stage1,COL-0233,Color,B,B,True,3,187.7753734588623,0.06005859375,0.94140625
COL-0234_stage1,COL-0234,Color,B,B,True,3,187.14642524719238,0.06005859375,0.94140625
COL-0235_stage1,COL-0235,Color,B,B,True,3,185.31417846679688,0.04736328125,0.953125
COL-0236_stage1,COL-0236,Color,B,B,True,3,229.9802303314209,0.04736328125,0.953125
COL-0237_stage1,COL-0237,Color,A,B,False,3,179.03757095336914,0.6796875,0.3203125
COL-0238_stage1,COL-0238,Color,A,B,False,5,179.96525764465332,0.73046875,0.26953125
COL-0239_stage1,COL-0239,Color,A,B,False,3,179.98409271240234,0.62109375,0.376953125
COL-0240_stage1,COL-0240,Color,A,B,False,3,180.23204803466797,0.70703125,0.294921875
COL-0241_stage1,COL-0241,Color,A.,B,False,3,211.7009162902832,0.65234375,0.34765625
COL-0242_stage1,COL-0242,Color,B.,A,False,3,207.49187469482422,0.4375,0.5625
COL-0243_stage1,COL-0243,Color,A.,B,False,3,207.20529556274414,0.62109375,0.376953125
COL-0244_stage1,COL-0244,Color,A.,B,False,3,207.9615592956543,0.62109375,0.376953125
COL-0245_stage1,COL-0245,Color,A,B,False,3,178.44367027282715,0.796875,0.2021484375
COL-0246_stage1,COL-0246,Color,A,B,False,3,178.78341674804688,0.53125,0.46875
COL-0247_stage1,COL-0247,Color,A,B,False,3,178.66086959838867,0.8515625,0.1484375
COL-0248_stage1,COL-0248,Color,A,B,False,5,178.66802215576172,0.796875,0.2021484375
COL-0249_stage1,COL-0249,Color,B,B,True,3,178.75361442565918,0.037353515625,0.9609375
COL-0250_stage1,COL-0250,Color,B,B,True,3,178.78389358520508,0.0419921875,0.95703125
COL-0251_stage1,COL-0251,Color,B,B,True,3,179.13413047790527,0.0673828125,0.93359375
COL-0252_stage1,COL-0252,Color,B,B,True,3,179.8090934753418,0.0419921875,0.95703125
COL-0253_stage1,COL-0253,Color,A,B,False,5,184.06271934509277,0.8359375,0.1640625
COL-0254_stage1,COL-0254,Color,A,B,False,3,179.91113662719727,0.8359375,0.1640625
COL-0255_stage1,COL-0255,Color,A,B,False,5,179.7332763671875,0.73046875,0.26953125
COL-0256_stage1,COL-0256,Color,A,B,False,5,178.96318435668945,0.73046875,0.26953125
COL-0257_stage1,COL-0257,Color,A.,B,False,3,208.9710235595703,0.59375,0.40625
COL-0258_stage1,COL-0258,Color,A.,A,False,3,209.00583267211914,0.59375,0.40625
COL-0259_stage1,COL-0259,Color,A.,B,False,3,211.5635871887207,0.59375,0.40625
COL-0260_stage1,COL-0260,Color,A.,B,False,3,208.3723545074463,0.59375,0.40625
COL-0261_stage1,COL-0261,Color,A,B,False,3,180.40728569030762,0.8359375,0.1640625
COL-0262_stage1,COL-0262,Color,A,B,False,3,178.65467071533203,0.8359375,0.1640625
COL-0263_stage1,COL-0263,Color,A,B,False,3,178.26604843139648,0.8515625,0.1484375
COL-0264_stage1,COL-0264,Color,A,B,False,3,178.33232879638672,0.73046875,0.26953125
COL-0265_stage1,COL-0265,Color,B,B,True,3,178.3912181854248,0.0419921875,0.95703125
COL-0266_stage1,COL-0266,Color,B,B,True,3,178.53593826293945,0.07568359375,0.92578125
COL-0267_stage1,COL-0267,Color,B,B,True,5,191.6487216949463,0.0673828125,0.93359375
COL-0268_stage1,COL-0268,Color,B,B,True,3,183.02392959594727,0.0673828125,0.93359375
COL-0269_stage1,COL-0269,Color,A,B,False,5,178.32112312316895,0.8515625,0.1484375
COL-0270_stage1,COL-0270,Color,A,B,False,3,178.56240272521973,0.75390625,0.2451171875
COL-0271_stage1,COL-0271,Color,A,B,False,3,233.31928253173828,0.73046875,0.26953125
COL-0272_stage1,COL-0272,Color,A,B,False,5,178.1020164489746,0.59375,0.40625
COL-0273_stage1,COL-0273,Color,A.,B,False,3,208.9862823486328,0.59375,0.40625
COL-0274_stage1,COL-0274,Color,A.,A,False,3,208.8313102722168,0.53125,0.46875
COL-0275_stage1,COL-0275,Color,A.,B,False,3,208.51659774780273,0.65234375,0.34765625
COL-0276_stage1,COL-0276,Color,A.,B,False,3,207.5510025024414,0.65234375,0.34765625
COL-0277_stage1,COL-0277,Color,A.,B,False,3,208.27341079711914,0.89453125,0.1064453125
COL-0278_stage1,COL-0278,Color,A,B,False,5,193.50194931030273,0.796875,0.2021484375
COL-0279_stage1,COL-0279,Color,A,B,False,3,184.46660041809082,0.62109375,0.376953125
COL-0280_stage1,COL-0280,Color,A,B,False,5,193.037748336792,0.8359375,0.1640625
COL-0281_stage1,COL-0281,Color,B,B,True,3,186.58089637756348,0.037353515625,0.9609375
COL-0282_stage1,COL-0282,Color,B,B,True,3,184.4003200531006,0.04736328125,0.953125
COL-0283_stage1,COL-0283,Color,B,B,True,5,184.96441841125488,0.032958984375,0.96484375
COL-0284_stage1,COL-0284,Color,B,B,True,3,184.5865249633789,0.06005859375,0.94140625
COL-0285_stage1,COL-0285,Color,A,B,False,3,184.48925018310547,0.70703125,0.294921875
COL-0286_stage1,COL-0286,Color,A,B,False,3,183.20012092590332,0.65234375,0.34765625
COL-0287_stage1,COL-0287,Color,A,B,False,5,184.18455123901367,0.796875,0.2021484375
COL-0288_stage1,COL-0288,Color,A,B,False,5,183.69317054748535,0.8515625,0.1484375
COL-0289_stage1,COL-0289,Color,A.,A,False,3,218.48201751708984,0.5625,0.4375
COL-0290_stage1,COL-0290,Color,A.,B,False,3,213.0446434020996,0.59375,0.40625
COL-0291_stage1,COL-0291,Color,B.,A,False,3,212.18037605285645,0.46875,0.53125
COL-0292_stage1,COL-0292,Color,A.,B,False,3,211.88044548034668,0.53125,0.46875
COL-0293_stage1,COL-0293,Color,A,B,False,3,183.2735538482666,0.62109375,0.376953125
COL-0294_stage1,COL-0294,Color,A.,B,False,3,212.39066123962402,0.75390625,0.2451171875
COL-0295_stage1,COL-0295,Color,A,B,False,3,184.61322784423828,0.796875,0.2021484375
COL-0296_stage1,COL-0296,Color,A,B,False,3,191.6801929473877,0.53125,0.46875
COL-0297_stage1,COL-0297,Color,B,B,True,3,183.7913990020752,0.0673828125,0.93359375
COL-0298_stage1,COL-0298,Color,B,B,True,3,184.3419075012207,0.1328125,0.8671875
COL-0299_stage1,COL-0299,Color,B,B,True,3,184.24320220947266,0.0673828125,0.93359375
COL-0300_stage1,COL-0300,Color,B,B,True,3,183.06875228881836,0.032958984375,0.96484375
COL-0301_stage1,COL-0301,Color,A,B,False,5,191.76173210144043,0.77734375,0.22265625
COL-0302_stage1,COL-0302,Color,A,B,False,3,178.50112915039062,0.81640625,0.1826171875
COL-0303_stage1,COL-0303,Color,A,B,False,3,178.5411834716797,0.81640625,0.1826171875
COL-0304_stage1,COL-0304,Color,A,B,False,3,178.1623363494873,0.73046875,0.26953125
COL-0305_stage1,COL-0305,Color,A.,B,False,3,210.76130867004395,0.62109375,0.376953125
COL-0306_stage1,COL-0306,Color,B.,A,False,3,207.2312831878662,0.46875,0.53125
COL-0307_stage1,COL-0307,Color,A.,A,False,3,207.2608470916748,0.53125,0.46875
COL-0308_stage1,COL-0308,Color,A.,B,False,3,207.15761184692383,0.53125,0.46875
COL-0309_stage1,COL-0309,Color,A,B,False,3,178.6978244781494,0.65234375,0.34765625
COL-0310_stage1,COL-0310,Color,A,B,False,3,179.34203147888184,0.73046875,0.26953125
COL-0311_stage1,COL-0311,Color,A,B,False,3,180.2504062652588,0.796875,0.2021484375
COL-0312_stage1,COL-0312,Color,A,B,False,3,179.94141578674316,0.77734375,0.22265625
COL-0313_stage1,COL-0313,Color,B.,B,False,3,209.15722846984863,0.053466796875,0.9453125
COL-0314_stage1,COL-0314,Color,B,B,True,3,179.35824394226074,0.053466796875,0.9453125
COL-0315_stage1,COL-0315,Color,B.,B,False,3,208.13894271850586,0.04736328125,0.953125
COL-0316_stage1,COL-0316,Color,B,B,True,3,179.89540100097656,0.2021484375,0.796875
COL-0317_stage1,COL-0317,Color,A,B,False,3,179.5346736907959,0.77734375,0.22265625
COL-0318_stage1,COL-0318,Color,A,B,False,3,179.5060634613037,0.81640625,0.1826171875
COL-0319_stage1,COL-0319,Color,A,B,False,3,178.8952350616455,0.53125,0.46875
COL-0320_stage1,COL-0320,Color,A,B,False,3,177.7017116546631,0.8359375,0.1640625
COL-0321_stage1,COL-0321,Color,B.,A,False,3,207.14449882507324,0.4375,0.5625
COL-0322_stage1,COL-0322,Color,A.,B,False,3,207.44991302490234,0.59375,0.40625
COL-0323_stage1,COL-0323,Color,B.,A,False,3,206.9077491760254,0.3203125,0.6796875
COL-0324_stage1,COL-0324,Color,B.,B,False,3,207.1073055267334,0.40625,0.59375
COL-0325_stage1,COL-0325,Color,A.,B,False,3,206.88939094543457,0.62109375,0.376953125
COL-0326_stage1,COL-0326,Color,B.,B,False,3,235.6877326965332,0.46875,0.53125
COL-0327_stage1,COL-0327,Color,B.,B,False,3,211.87305450439453,0.3203125,0.6796875
COL-0328_stage1,COL-0328,Color,A.,B,False,3,211.42578125,0.53125,0.46875
COL-0329_stage1,COL-0329,Color,B.,B,False,3,214.63608741760254,0.0849609375,0.9140625
COL-0330_stage1,COL-0330,Color,B.,B,False,3,240.9231662750244,0.3203125,0.6796875
COL-0331_stage1,COL-0331,Color,B,B,True,3,195.74451446533203,0.26953125,0.73046875
COL-0332_stage1,COL-0332,Color,B,B,True,3,188.6751651763916,0.1064453125,0.89453125
COL-0333_stage1,COL-0333,Color,A,B,False,3,186.37466430664062,0.75390625,0.2451171875
COL-0334_stage1,COL-0334,Color,A,B,False,3,188.71307373046875,0.6796875,0.3203125
COL-0335_stage1,COL-0335,Color,A,B,False,3,188.08388710021973,0.53125,0.46875
COL-0336_stage1,COL-0336,Color,A,B,False,3,205.21855354309082,0.6796875,0.3203125
COL-0337_stage1,COL-0337,Color,A.,A,False,3,214.59507942199707,0.5,0.5
COL-0338_stage1,COL-0338,Color,A.,B,False,3,215.45910835266113,0.62109375,0.376953125
COL-0339_stage1,COL-0339,Color,B.,A,False,3,212.0659351348877,0.4375,0.5625
COL-0340_stage1,COL-0340,Color,B.,B,False,3,215.78669548034668,0.4375,0.5625
COL-0341_stage1,COL-0341,Color,A,B,False,3,185.69660186767578,0.53125,0.46875
COL-0342_stage1,COL-0342,Color,A,B,False,3,183.89463424682617,0.65234375,0.34765625
COL-0343_stage1,COL-0343,Color,A,B,False,3,184.86523628234863,0.6796875,0.3203125
COL-0344_stage1,COL-0344,Color,A,B,False,3,182.20281600952148,0.65234375,0.34765625
COL-0345_stage1,COL-0345,Color,B,B,True,3,178.7731647491455,0.0260009765625,0.97265625
COL-0346_stage1,COL-0346,Color,B,B,True,3,178.56168746948242,0.0849609375,0.9140625
COL-0347_stage1,COL-0347,Color,B,B,True,3,179.80265617370605,0.09521484375,0.90625
COL-0348_stage1,COL-0348,Color,B,B,True,3,180.39441108703613,0.0849609375,0.9140625
COL-0349_stage1,COL-0349,Color,A,B,False,3,179.5637607574463,0.70703125,0.294921875
COL-0350_stage1,COL-0350,Color,A,B,False,3,182.0657253265381,0.77734375,0.22265625
COL-0351_stage1,COL-0351,Color,A,B,False,3,179.75783348083496,0.65234375,0.34765625
COL-0352_stage1,COL-0352,Color,A,B,False,3,181.05578422546387,0.53125,0.46875
COL-0353_stage1,COL-0353,Color,A.,B,False,3,209.151029586792,0.5625,0.4375
COL-0354_stage1,COL-0354,Color,A.,B,False,3,208.15610885620117,0.53125,0.46875
COL-0355_stage1,COL-0355,Color,B.,A,False,3,212.1124267578125,0.4375,0.5625
COL-0356_stage1,COL-0356,Color,B.,A,False,3,208.5397243499756,0.46875,0.53125
COL-0357_stage1,COL-0357,Color,A.,B,False,3,207.65233039855957,0.77734375,0.22265625
COL-0358_stage1,COL-0358,Color,A.,B,False,3,207.88049697875977,0.75390625,0.2451171875
COL-0359_stage1,COL-0359,Color,B.,B,False,3,207.13067054748535,0.40625,0.59375
COL-0360_stage1,COL-0360,Color,A.,B,False,3,207.18050003051758,0.62109375,0.376953125
COL-0361_stage1,COL-0361,Color,B,B,True,3,178.6811351776123,0.0673828125,0.93359375
COL-0362_stage1,COL-0362,Color,B,B,True,3,181.87308311462402,0.1064453125,0.89453125
COL-0363_stage1,COL-0363,Color,B,B,True,3,239.51077461242676,0.029296875,0.96875
COL-0364_stage1,COL-0364,Color,B,B,True,3,178.79891395568848,0.0419921875,0.95703125
COL-0365_stage1,COL-0365,Color,A,B,False,3,178.37285995483398,0.6796875,0.3203125
COL-0366_stage1,COL-0366,Color,A,B,False,3,178.68757247924805,0.5625,0.4375
COL-0367_stage1,COL-0367,Color,A,B,False,3,180.4051399230957,0.65234375,0.34765625
COL-0368_stage1,COL-0368,Color,A,B,False,3,329.5161724090576,0.62109375,0.376953125
COL-0369_stage1,COL-0369,Color,A.,B,False,3,216.45259857177734,0.65234375,0.34765625
COL-0370_stage1,COL-0370,Color,B.,A,False,3,221.52233123779297,0.40625,0.59375
COL-0371_stage1,COL-0371,Color,A.,A,False,3,215.93451499938965,0.5625,0.4375
COL-0372_stage1,COL-0372,Color,A.,B,False,3,216.48406982421875,0.62109375,0.376953125
COL-0373_stage1,COL-0373,Color,A,B,False,3,265.64621925354004,0.75390625,0.2451171875
COL-0374_stage1,COL-0374,Color,B.,B,False,3,248.7802505493164,0.4375,0.5625
COL-0375_stage1,COL-0375,Color,A,B,False,3,187.04771995544434,0.65234375,0.34765625
COL-0376_stage1,COL-0376,Color,A,B,False,3,187.56699562072754,0.75390625,0.2451171875
COL-0377_stage1,COL-0377,Color,B,B,True,3,187.9575252532959,0.09521484375,0.90625
COL-0378_stage1,COL-0378,Color,B,B,True,3,193.82691383361816,0.032958984375,0.96484375
COL-0379_stage1,COL-0379,Color,B,B,True,5,186.50007247924805,0.053466796875,0.9453125
COL-0380_stage1,COL-0380,Color,B,B,True,3,185.2273941040039,0.037353515625,0.9609375
COL-0381_stage1,COL-0381,Color,A,B,False,3,187.4852180480957,0.6796875,0.3203125
COL-0382_stage1,COL-0382,Color,B,B,True,3,187.66045570373535,0.4375,0.5625
COL-0383_stage1,COL-0383,Color,A,B,False,5,187.0718002319336,0.8359375,0.1640625
COL-0384_stage1,COL-0384,Color,A,B,False,3,249.41611289978027,0.65234375,0.34765625
COL-0385_stage1,COL-0385,Color,A.,B,False,3,211.00139617919922,0.59375,0.40625
COL-0386_stage1,COL-0386,Color,A.,B,False,3,219.04802322387695,0.62109375,0.376953125
COL-0387_stage1,COL-0387,Color,A.,A,False,3,213.026762008667,0.5625,0.4375
COL-0388_stage1,COL-0388,Color,A.,B,False,3,207.25321769714355,0.59375,0.40625
COL-0389_stage1,COL-0389,Color,B.,B,False,3,207.23509788513184,0.40625,0.59375
COL-0390_stage1,COL-0390,Color,A,B,False,3,178.33852767944336,0.59375,0.40625
COL-0391_stage1,COL-0391,Color,A,B,False,3,178.50780487060547,0.62109375,0.376953125
COL-0392_stage1,COL-0392,Color,A,B,False,3,177.84667015075684,0.62109375,0.376953125
COL-0393_stage1,COL-0393,Color,B,B,True,3,178.73787879943848,0.0849609375,0.9140625
COL-0394_stage1,COL-0394,Color,B,B,True,3,180.14764785766602,0.032958984375,0.96484375
COL-0395_stage1,COL-0395,Color,B,B,True,3,178.03382873535156,0.09521484375,0.90625
COL-0396_stage1,COL-0396,Color,B,B,True,3,260.9820365905762,0.04736328125,0.953125
COL-0397_stage1,COL-0397,Color,A,B,False,3,179.98099327087402,0.6796875,0.3203125
COL-0398_stage1,COL-0398,Color,A,B,False,5,177.81472206115723,0.90625,0.09521484375
COL-0399_stage1,COL-0399,Color,A,B,False,5,248.8255500793457,0.8515625,0.1484375
COL-0400_stage1,COL-0400,Color,A,B,False,3,183.5463047027588,0.5625,0.4375
COL-0401_stage1,COL-0401,Color,B.,A,False,3,211.24267578125,0.46875,0.53125
COL-0402_stage1,COL-0402,Color,A.,B,False,3,210.07084846496582,0.65234375,0.34765625
COL-0403_stage1,COL-0403,Color,A.,B,False,3,207.11088180541992,0.65234375,0.34765625
COL-0404_stage1,COL-0404,Color,A.,A,False,3,207.14640617370605,0.5625,0.4375
COL-0405_stage1,COL-0405,Color,A,B,False,3,178.83944511413574,0.75390625,0.2451171875
COL-0406_stage1,COL-0406,Color,A,B,False,3,178.65777015686035,0.65234375,0.34765625
COL-0407_stage1,COL-0407,Color,A,B,False,3,177.6559352874756,0.5625,0.4375
COL-0408_stage1,COL-0408,Color,A,B,False,5,179.97121810913086,0.8359375,0.1640625
COL-0409_stage1,COL-0409,Color,B,B,True,3,188.92526626586914,0.0849609375,0.9140625
COL-0410_stage1,COL-0410,Color,B,B,True,5,178.42650413513184,0.037353515625,0.9609375
COL-0411_stage1,COL-0411,Color,B,B,True,5,179.41617965698242,0.029296875,0.96875
COL-0412_stage1,COL-0412,Color,B,B,True,3,181.19454383850098,0.06005859375,0.94140625
COL-0413_stage1,COL-0413,Color,A,B,False,5,246.39630317687988,0.65234375,0.34765625
COL-0414_stage1,COL-0414,Color,A,B,False,5,194.41771507263184,0.62109375,0.376953125
COL-0415_stage1,COL-0415,Color,A,B,False,5,184.1576099395752,0.81640625,0.1826171875
COL-0416_stage1,COL-0416,Color,A,B,False,5,179.13150787353516,0.8515625,0.1484375
COL-0417_stage1,COL-0417,Color,A.,A,False,3,207.3345184326172,0.5,0.5
COL-0418_stage1,COL-0418,Color,A.,B,False,3,207.48066902160645,0.62109375,0.376953125
COL-0419_stage1,COL-0419,Color,A.,A,False,3,215.3153419494629,0.5,0.5
COL-0420_stage1,COL-0420,Color,B.,A,False,3,211.72070503234863,0.46875,0.53125
COL-0421_stage1,COL-0421,Color,A,B,False,3,180.76634407043457,0.5,0.5
COL-0422_stage1,COL-0422,Color,A,B,False,3,188.0972385406494,0.75390625,0.2451171875
COL-0423_stage1,COL-0423,Color,A.,B,False,3,220.54672241210938,0.53125,0.46875
COL-0424_stage1,COL-0424,Color,A,B,False,3,185.64462661743164,0.5,0.5
COL-0425_stage1,COL-0425,Color,B,B,True,3,181.18596076965332,0.06005859375,0.94140625
COL-0426_stage1,COL-0426,Color,B,B,True,3,186.49721145629883,0.1328125,0.8671875
COL-0427_stage1,COL-0427,Color,B,B,True,3,192.57140159606934,0.0673828125,0.93359375
COL-0428_stage1,COL-0428,Color,B,B,True,3,191.8795108795166,0.0673828125,0.93359375
COL-0429_stage1,COL-0429,Color,A,B,False,3,183.11166763305664,0.77734375,0.22265625
COL-0430_stage1,COL-0430,Color,B,B,True,3,181.52761459350586,0.294921875,0.70703125
COL-0431_stage1,COL-0431,Color,A,B,False,3,183.8552951812744,0.81640625,0.1826171875
COL-0432_stage1,COL-0432,Color,A,B,False,3,217.82970428466797,0.70703125,0.294921875
COL-0433_stage1,COL-0433,Color,A.,B,False,3,213.65761756896973,0.6796875,0.3203125
COL-0434_stage1,COL-0434,Color,A.,B,False,3,212.51916885375977,0.59375,0.40625
COL-0435_stage1,COL-0435,Color,A.,A,False,3,216.34817123413086,0.53125,0.46875
COL-0436_stage1,COL-0436,Color,A.,B,False,3,216.2613868713379,0.62109375,0.376953125
COL-0437_stage1,COL-0437,Color,A,B,False,3,187.61515617370605,0.77734375,0.22265625
COL-0438_stage1,COL-0438,Color,A.,B,False,3,210.5884552001953,0.796875,0.2021484375
COL-0439_stage1,COL-0439,Color,A,B,False,3,193.45355033874512,0.5625,0.4375
COL-0440_stage1,COL-0440,Color,A,B,False,3,184.68689918518066,0.81640625,0.1826171875
COL-0441_stage1,COL-0441,Color,B,B,True,3,200.71935653686523,0.09521484375,0.90625
COL-0442_stage1,COL-0442,Color,B.,B,False,3,233.74199867248535,0.0849609375,0.9140625
COL-0443_stage1,COL-0443,Color,B.,B,False,3,231.72259330749512,0.119140625,0.87890625
COL-0444_stage1,COL-0444,Color,B.,B,False,3,211.16995811462402,0.07568359375,0.92578125
COL-0445_stage1,COL-0445,Color,A,B,False,5,183.71891975402832,0.77734375,0.22265625
COL-0446_stage1,COL-0446,Color,A,B,False,3,182.33776092529297,0.70703125,0.294921875
COL-0447_stage1,COL-0447,Color,A,B,False,5,182.80577659606934,0.8359375,0.1640625
COL-0448_stage1,COL-0448,Color,A,B,False,3,184.36670303344727,0.796875,0.2021484375
COL-0449_stage1,COL-0449,Color,A.,B,False,3,213.98615837097168,0.62109375,0.376953125
COL-0450_stage1,COL-0450,Color,B.,A,False,3,212.5244140625,0.46875,0.53125
COL-0451_stage1,COL-0451,Color,B.,B,False,3,210.92510223388672,0.40625,0.59375
COL-0452_stage1,COL-0452,Color,B.,A,False,3,211.89188957214355,0.3203125,0.6796875
COL-0453_stage1,COL-0453,Color,A.,B,False,3,212.0363712310791,0.6796875,0.3203125
COL-0454_stage1,COL-0454,Color,A,B,False,3,184.2818260192871,0.65234375,0.34765625
COL-0455_stage1,COL-0455,Color,A.,B,False,3,211.0142707824707,0.6796875,0.3203125
COL-0456_stage1,COL-0456,Color,A.,B,False,3,213.24682235717773,0.73046875,0.26953125
COL-0457_stage1,COL-0457,Color,B,B,True,3,184.14664268493652,0.0673828125,0.93359375
COL-0458_stage1,COL-0458,Color,B.,B,False,3,211.89475059509277,0.04736328125,0.953125
COL-0459_stage1,COL-0459,Color,B,B,True,3,185.5154037475586,0.34765625,0.65234375
COL-0460_stage1,COL-0460,Color,B.,B,False,3,214.70928192138672,0.1826171875,0.81640625
COL-0461_stage1,COL-0461,Color,B,B,True,3,183.40706825256348,0.376953125,0.62109375
COL-0462_stage1,COL-0462,Color,B,B,True,3,184.31615829467773,0.04736328125,0.953125
COL-0463_stage1,COL-0463,Color,B,B,True,3,187.52646446228027,0.40625,0.59375
COL-0464_stage1,COL-0464,Color,B,B,True,3,185.31489372253418,0.46875,0.53125
COL-0465_stage1,COL-0465,Color,A.,B,False,3,214.3096923828125,0.62109375,0.376953125
COL-0466_stage1,COL-0466,Color,A.,A,False,3,207.7624797821045,0.53125,0.46875
COL-0467_stage1,COL-0467,Color,B.,A,False,3,212.99433708190918,0.40625,0.59375
COL-0468_stage1,COL-0468,Color,B.,A,False,3,212.02540397644043,0.40625,0.59375
COL-0469_stage1,COL-0469,Color,A,B,False,3,184.0372085571289,0.62109375,0.376953125
COL-0470_stage1,COL-0470,Color,B.,B,False,3,246.52910232543945,0.40625,0.59375
COL-0471_stage1,COL-0471,Color,A,B,False,3,189.6955966949463,0.75390625,0.2451171875
COL-0472_stage1,COL-0472,Color,A,B,False,3,293.2391166687012,0.8359375,0.1640625
COL-0473_stage1,COL-0473,Color,B,B,True,3,182.47461318969727,0.1064453125,0.89453125
COL-0474_stage1,COL-0474,Color,B,B,True,3,182.0845603942871,0.1064453125,0.89453125
COL-0475_stage1,COL-0475,Color,B,B,True,3,179.48222160339355,0.1064453125,0.89453125
COL-0476_stage1,COL-0476,Color,B,B,True,3,178.48467826843262,0.07568359375,0.92578125
COL-0477_stage1,COL-0477,Color,B,B,True,3,179.05879020690918,0.40625,0.59375
COL-0478_stage1,COL-0478,Color,A,B,False,3,182.877779006958,0.796875,0.2021484375
COL-0479_stage1,COL-0479,Color,A,B,False,3,178.67302894592285,0.62109375,0.376953125
COL-0480_stage1,COL-0480,Color,A,B,False,3,178.41792106628418,0.81640625,0.1826171875
COL-0481_stage1,COL-0481,Color,B.,A,False,3,207.25131034851074,0.46875,0.53125
COL-0482_stage1,COL-0482,Color,B.,A,False,3,207.38744735717773,0.34765625,0.65234375
COL-0483_stage1,COL-0483,Color,B.,A,False,3,207.14592933654785,0.4375,0.5625
COL-0484_stage1,COL-0484,Color,A.,A,False,3,241.72306060791016,0.5,0.5
COL-0485_stage1,COL-0485,Color,A.,B,False,3,212.57519721984863,0.75390625,0.2451171875
COL-0486_stage1,COL-0486,Color,B.,B,False,3,210.49952507019043,0.119140625,0.87890625
COL-0487_stage1,COL-0487,Color,B.,B,False,3,208.1611156463623,0.2021484375,0.796875
